DISTRICT,CONSTITUENCY,SUBCOUNTY,PARISH,STATION_NAME,Females,F_18.24,F_25.30,F_31.34,F_35.39,F_40.44,F_45.49,F_50.54,F_55.59,F_60.64,F_65.up,Males,M_18.24,M_25.30,M_31.34,M_35.39,M_40.44,M_45.49,M_50.54,M_55.59,M_60.64,M_65.up,Original_Station_ID_2016
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,LWENGO,KYABISOOLI TRADING CENTRE,249,77,51,34,20,18,13,8,7,8,13,268,60,59,31,33,20,16,15,6,5,23,O-93-248-10-58-2
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,LWENGO,NTONZI,220,55,44,23,17,17,22,10,9,1,22,218,49,42,21,26,18,12,16,9,8,17,O-93-248-10-58-3
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KITEESA,KIGANGANZI PRIMARY SCHOOL,166,45,25,26,13,16,14,11,7,3,6,182,50,39,20,20,13,11,9,8,3,9,O-93-248-10-59-1
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KITEESA,KITEESA PRIMARY SCHOOL,334,96,78,44,31,21,20,19,7,4,14,331,77,83,45,26,28,21,18,13,2,18,O-93-248-10-59-2
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KITEESA,MPONGO,153,39,33,18,13,15,12,10,3,4,6,162,58,25,12,20,16,8,4,5,2,12,O-93-248-10-59-3
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KAZO,MUJUNZA HEALTH CENTRE,324,85,83,36,27,30,24,12,11,4,12,345,101,67,36,34,30,25,19,12,2,19,O-93-248-10-80-1
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KAZO,KAZO,188,59,25,20,20,21,14,13,6,4,6,222,64,50,21,17,15,16,10,7,7,15,O-93-248-10-80-2
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KISOODO,KISODDO PRIMARY SCHOOL,300,85,60,29,36,27,13,16,8,6,20,289,64,70,29,34,24,19,16,6,7,20,O-93-248-10-83-1
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KISOODO,GOD IS GOD CHURCH,160,39,28,20,17,17,5,13,4,5,12,150,34,26,13,16,17,9,11,2,7,15,O-93-248-10-83-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,BYERIMA,BYERIIMA PRI. SCH.,246,68,52,29,26,16,14,9,8,6,18,239,53,33,25,40,16,22,12,11,8,19,O-93-248-1-1-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,BYERIMA,BYERIIMA ADVENTIST CHURCH B,328,94,69,49,24,29,15,18,7,10,13,315,76,65,37,34,23,25,18,10,8,19,O-93-248-1-1-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,BYERIMA,BYERIIMA ADVENTIST CHURCH A,168,48,33,25,21,9,7,11,8,0,6,169,52,32,16,17,10,12,9,2,7,12,O-93-248-1-1-4
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KATOVU,KAMUKANGA R.C. CHURCH B,135,26,32,21,15,12,6,7,3,5,8,139,20,34,15,11,12,17,6,7,5,12,O-93-248-1-2-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KATOVU,BUKIRIMBO,197,53,29,21,25,23,11,10,4,4,17,224,59,40,23,22,23,21,13,4,3,16,O-93-248-1-2-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KATOVU,KAMUKANGA R.C. CHURCH A,305,80,64,37,34,21,16,11,18,9,15,316,66,64,40,44,27,17,10,15,7,26,O-93-248-1-2-3
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KIKOMA,KIKOMA B,236,61,39,21,22,20,6,13,13,8,33,247,67,31,20,31,25,18,18,8,3,26,O-93-248-1-3-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KIKOMA,LWAMAGAALI,283,82,57,30,31,19,20,20,5,5,14,270,42,53,40,29,32,17,15,6,11,25,O-93-248-1-3-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KIKOMA,NAMIRINGA GOD'S GRACE PRI. SCH.,123,24,22,16,15,14,4,8,3,4,13,124,24,29,14,10,8,11,9,3,3,13,O-93-248-1-3-3
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,MISAGO,KAYUNGA PRIMARY SCHOOL,352,98,76,40,31,26,15,19,10,6,31,351,95,87,33,36,29,24,19,9,4,15,O-93-248-1-4-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,MISAGO,KISIRIBYA,305,79,63,34,34,22,17,11,17,5,23,327,74,76,40,38,29,19,10,11,2,28,O-93-248-1-4-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,MISAGO,MOTHER CARE NURSERY AND PRI. SCH.,202,44,39,25,22,18,17,3,8,5,21,193,44,45,19,15,21,11,16,5,1,16,O-93-248-1-4-3
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,BULAMULA,KABAGAYA [A-M],257,82,54,20,20,19,21,9,6,5,21,316,76,68,30,39,20,34,18,18,1,12,O-93-248-1-40-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,BULAMULA,KYAMUKWANGA,186,48,29,18,16,18,14,14,7,3,19,198,38,43,15,18,18,12,10,8,5,31,O-93-248-1-40-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,BULAMULA,KABAGAYA PRIMARY SCHOOL,186,50,32,20,22,12,13,12,6,5,14,194,35,35,30,21,17,16,15,8,7,10,O-93-248-1-40-3
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,BULAMULA,KABAGAYA [N-Z],257,70,69,19,20,18,22,13,8,4,14,161,38,32,22,20,12,15,10,1,3,8,O-93-248-1-40-4
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KIJUUBYA,BUGONDI PRIMARY SCHOOL,168,39,30,19,19,9,14,8,12,7,11,205,48,42,18,24,15,12,8,13,6,19,O-93-248-1-65-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KIJUUBYA,KIJUBYA P/SCHOOL,264,71,55,27,24,20,22,12,15,5,13,291,67,58,29,38,30,16,17,17,4,15,O-93-248-1-65-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KITEREDDE,KITEREDDE T/C,185,50,41,21,19,13,15,4,8,5,9,221,43,48,32,23,18,18,17,7,4,11,O-93-248-1-66-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KITEREDDE,KITEREDDE PARENT'S PRIMARY SCHOOL,100,25,14,14,8,9,9,7,2,5,7,117,39,16,8,10,7,8,7,7,6,9,O-93-248-1-66-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KIRYAMUSUNKU,KIRYAMUSUNKU T/C,262,67,52,30,30,20,20,11,11,6,15,271,72,52,27,24,22,21,11,10,11,21,O-93-248-1-67-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,KIRYAMUSUNKU,TENDERO T/CENTRE,272,75,66,28,30,13,18,15,10,4,13,263,56,61,36,31,17,18,7,12,7,18,O-93-248-1-67-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,BUGULUMA,BUGULUMA PRIMARY SCHOOL,140,30,32,19,17,14,6,8,4,1,9,137,33,15,14,16,21,12,7,7,1,11,O-93-248-1-68-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,BUGULUMA,BUGULUMA A MORNING STAR PRIMARY,222,49,51,30,23,20,12,18,6,1,12,213,29,46,22,23,27,17,16,16,3,14,O-93-248-1-68-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,LWENDAGI,NAMIRIRO T/C,203,54,40,27,16,14,13,12,5,6,16,159,32,28,23,18,15,15,8,7,1,12,O-93-248-1-69-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,LWENDAGI,LWENSAMU MOSQUE,235,75,33,20,24,29,14,14,8,7,11,220,46,44,24,16,17,23,11,14,6,19,O-93-248-1-69-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,LWABALANGA,LWABALANGA C.O.U,255,71,44,23,19,19,18,18,15,5,23,273,90,35,28,29,18,22,12,13,6,20,O-93-248-1-74-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,LWABALANGA,KATUNGULU,127,30,27,17,15,13,6,10,2,1,6,172,58,23,17,20,18,12,7,7,4,6,O-93-248-1-74-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,NABITAKULI,BISIIKA,202,56,37,15,24,13,15,9,9,3,21,221,51,44,22,22,28,13,14,4,4,19,O-93-248-1-8-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA,NABITAKULI,NALUKONGE C.O.U.,335,90,64,21,46,35,26,17,12,2,22,334,83,70,34,24,33,23,16,16,6,29,O-93-248-1-8-4
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,LUBIRI,ST. KIZITO PRIMARY SCHOOL,90,19,16,8,9,8,11,6,3,0,10,116,21,14,11,21,11,14,5,7,5,7,O-93-248-3-39-1
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,LUBIRI,NABWEYO PRIMARY SCHOOL,52,13,10,2,4,5,3,2,3,4,6,67,10,11,9,8,7,8,3,0,5,6,O-93-248-3-39-2
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,LUBIRI,LUBIRI (A-L),229,71,44,24,24,14,15,12,7,3,15,252,57,41,29,29,27,26,12,10,7,14,O-93-248-3-39-4
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,LUBIRI,LUBIRI (M-Z),200,49,38,27,18,17,20,9,5,7,10,223,47,42,25,40,28,16,9,1,4,11,O-93-248-3-39-5
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,LWEMIGANDA,BUWANGA,102,25,21,6,12,3,11,7,4,4,9,150,50,25,10,16,13,11,7,6,5,7,O-93-248-3-41-1
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,LWEMIGANDA,MASODDE STANDARD PRIMARY SCHOOL,91,22,14,9,16,7,4,7,3,3,6,150,38,24,19,18,17,11,7,5,2,9,O-93-248-3-41-2
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,BANDA,BANDA HEALTH CENTRE II,177,47,44,11,17,15,16,7,5,4,11,222,49,44,22,24,24,16,16,8,3,16,O-93-248-3-44-1
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,BANDA,AKAPA,40,8,3,3,6,4,5,2,5,1,3,71,13,17,12,4,3,5,7,1,1,8,O-93-248-3-44-2
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,GALA,GALA,121,23,25,14,21,7,9,9,3,1,9,206,33,49,20,23,24,17,17,12,4,7,O-93-248-3-45-3
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,GALA,RWENGAJU,163,55,27,12,12,12,15,8,5,4,13,193,38,43,15,27,21,18,10,11,2,8,O-93-248-3-45-4
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,KYANKWANZI,SUNGA,147,39,29,11,13,10,9,11,9,3,13,174,29,32,15,22,18,19,13,5,4,17,O-93-248-3-5-1
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,KYANKWANZI,NALUKONGE (A - M),291,60,71,38,39,38,10,13,6,4,12,382,63,87,44,61,50,26,19,15,2,15,O-93-248-3-5-2
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,KYANKWANZI,NALUKONGE (N-Z),200,54,52,25,21,19,10,10,2,4,3,245,51,53,26,32,22,29,11,10,2,9,O-93-248-3-5-3
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,KYANKWANZI,KAGAALI,111,25,12,13,17,12,10,7,6,3,6,189,47,42,11,23,16,17,9,6,5,13,O-93-248-3-5-4
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,LWEBISANJA,KITEGWA P/S,110,25,21,14,13,7,7,6,4,2,11,171,30,29,20,26,18,18,11,7,4,8,O-93-248-3-6-1
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,LWEBISANJA,BWABA,61,16,12,8,10,4,2,0,2,1,6,104,27,16,15,8,11,8,6,2,2,9,O-93-248-3-6-2
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,KASEJERE,KASEJERE PRIMARY SCHOOL,207,49,33,20,21,16,15,11,13,1,28,311,68,55,38,30,25,36,18,10,8,23,O-93-248-3-75-1
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,MPANGO,RWOMUJUMBWE PRIMARY SCHOOL,229,53,49,16,27,21,13,15,10,7,18,342,80,86,37,39,32,14,16,11,4,23,O-93-248-3-76-1
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,MPANGO,KATENGETO,83,14,19,8,7,11,6,8,1,2,7,97,16,18,9,8,12,12,13,2,2,5,O-93-248-3-76-2
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,KAMUTIIKA,BANDA PRIMARY SCHOOL,169,44,30,21,15,14,12,12,5,3,13,222,51,44,28,27,16,12,19,10,5,10,O-93-248-3-77-1
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,NTEYERA,NTAYERA,132,40,30,9,11,8,7,8,4,4,11,171,39,44,18,13,16,7,14,5,6,9,O-93-248-3-84-1
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,NTEYERA,BIROBOKA,159,27,29,17,24,13,11,11,6,5,16,220,45,40,20,30,22,14,13,17,6,13,O-93-248-3-84-2
KYANKWANZI,BUTEMBA COUNTY,KYANKWANZI,NTEYERA,KAYANJA,119,29,21,16,14,13,11,5,3,3,4,188,23,15,21,23,38,23,19,17,4,5,O-93-248-3-84-41
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KIKONDA,KIKONDA (A-M),316,88,68,29,33,32,26,13,12,5,10,463,107,97,52,57,47,22,23,16,13,29,O-93-248-5-28-1
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KIKONDA,KIKONDA (N-Z),385,100,80,33,47,35,32,17,8,9,24,212,35,49,34,23,20,12,14,8,5,12,O-93-248-5-28-3
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KIGANDO,KIGANDO T/C,288,64,61,32,39,26,20,18,8,7,13,363,71,72,61,40,33,27,20,12,11,16,O-93-248-5-29-1
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KIGANDO,LWEBITOMI T.C,197,39,41,29,19,15,17,8,7,10,12,201,50,40,19,22,20,13,7,8,5,17,O-93-248-5-29-3
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KIGANDO,KIGANDO CATHOLIC CHURCH,259,66,50,39,24,19,13,9,9,15,15,196,55,43,21,23,16,13,9,5,4,7,O-93-248-5-29-5
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KIGANDO,KAKINDU T/C,249,62,54,25,29,23,10,13,11,7,15,279,57,63,32,34,24,17,15,11,4,22,O-93-248-5-29-6
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KYAKABUGA,KYAKABUGA,324,79,63,22,40,32,19,16,11,6,36,414,91,91,42,46,42,20,16,18,10,38,O-93-248-5-31-1
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KYAKABUGA,KALAGI,302,83,59,34,34,27,12,11,10,6,26,271,64,59,36,25,26,19,10,14,4,14,O-93-248-5-31-2
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KYAKABUGA,BRAVOUR PRIMARY SCHOOL,164,39,43,16,11,14,8,12,3,6,12,159,38,45,17,13,9,10,8,2,2,15,O-93-248-5-31-3
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KATUUGO,KIJOGOLO,154,45,25,13,21,15,12,4,8,3,8,234,51,38,24,32,28,23,18,8,4,8,O-93-248-5-35-1
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KATUUGO,MBAALI,284,78,39,29,42,30,17,10,10,5,24,262,48,55,27,27,22,26,22,9,10,16,O-93-248-5-35-2
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KATUUGO,KATUUGO [A-M],201,54,43,18,31,13,10,14,7,5,6,344,68,63,30,49,37,32,27,15,11,12,O-93-248-5-35-3
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KATUUGO,KIGALAMA,90,25,19,6,6,9,9,5,1,3,7,123,30,26,14,17,11,6,8,4,2,5,O-93-248-5-35-4
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KATUUGO,KATUUGO [N-Z],187,41,49,15,25,18,16,9,2,5,7,205,45,41,19,29,16,19,15,6,4,11,O-93-248-5-35-5
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KIGABWA,KIGABWA PRIMARY SCHOOL,331,89,54,39,36,30,23,16,13,13,18,331,86,62,51,37,22,22,11,13,5,22,O-93-248-5-60-1
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KIGABWA,LWAMAGWA C.O.U,250,60,52,35,26,22,17,11,9,4,14,253,48,51,35,25,28,13,14,10,7,22,O-93-248-5-60-2
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,MBOGOBBIRI,MBOGOBIRI T/C,356,109,67,28,47,32,14,21,7,9,22,408,96,90,33,51,31,33,22,20,14,18,O-93-248-5-61-1
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,MBOGOBBIRI,KIBOLOGA TRADING CENTRE,135,41,28,9,18,11,6,7,4,2,9,153,33,31,15,21,10,12,9,4,7,11,O-93-248-5-61-2
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,MBOGOBBIRI,BUKHALI ISLAMIC SCHOOL,275,63,59,33,28,22,18,13,15,7,17,290,70,64,43,25,25,19,15,10,5,14,O-93-248-5-61-3
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,MBOGOBBIRI,NAJJANANKUMBI,100,16,20,13,18,7,6,7,3,3,7,128,31,20,19,14,8,9,11,7,4,5,O-93-248-5-61-4
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KIYIGIKWA,KASAMBYA,46,19,6,4,3,3,2,2,1,0,6,64,18,9,8,11,7,6,3,0,0,2,O-93-248-5-81-1
KYANKWANZI,BUTEMBA COUNTY,NSAMBYA,KIYIGIKWA,KIRIMANJARO TRADING CENTRE,273,76,40,29,25,28,18,13,9,8,27,258,54,39,26,26,25,28,17,8,8,27,O-93-248-5-81-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,BUKWIRI WARD,BUKWIRI P. SCH. (A-M),234,75,63,20,28,13,14,7,3,1,10,381,97,107,48,38,23,26,18,8,2,14,O-93-248-9-38-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,BUKWIRI WARD,KIGAMBANENKWALE C.O.U,154,40,32,20,12,9,19,10,3,0,9,180,39,37,21,20,18,11,14,8,1,11,O-93-248-9-38-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,BUKWIRI WARD,KAMIRAMBAZZI TRADING CENTRE,317,83,68,30,27,26,16,15,15,5,32,290,60,59,26,37,31,17,15,9,4,32,O-93-248-9-38-3
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,BUKWIRI WARD,BUKWIRI P. SCH. (N-Z),341,136,88,33,28,10,20,11,5,1,9,210,67,47,25,23,16,13,6,7,0,6,O-93-248-9-38-4
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,BUKWIRI WARD,KAKIFULUKWA,236,40,53,28,24,27,15,10,9,6,24,246,54,47,26,28,26,13,16,11,7,18,O-93-248-9-38-5
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,BUTEMBA WARD,KYANKWANZI DISTRICT HQTRS,251,85,37,27,28,21,15,15,8,6,9,286,57,57,37,30,24,32,13,11,5,20,O-93-248-9-52-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,BUTEMBA WARD,LWENGIRI TRADING CENTRE,83,20,17,13,11,2,7,5,1,3,4,117,20,23,12,16,13,16,3,7,2,5,O-93-248-9-52-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,BUTEMBA WARD,KASETA T/C,268,66,63,19,24,17,16,21,14,3,25,395,88,66,45,54,31,36,19,22,11,23,O-93-248-9-52-3
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,KATANABIRWA WARD,KYABAJOJO P. SCHOOL,259,67,63,39,32,18,12,9,9,3,7,265,58,68,36,42,17,18,6,6,4,10,O-93-248-9-53-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,KATANABIRWA WARD,LWENKONGE CHURCH OF UGANDA,147,44,20,11,15,18,10,11,3,1,14,149,32,24,20,16,11,15,6,8,5,12,O-93-248-9-53-2
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,KATANABIRWA WARD,KATANABIRWA S.D.A CHURCH,106,42,22,10,10,7,7,3,3,0,2,90,22,24,11,10,10,6,4,0,0,3,O-93-248-9-53-3
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,KATANABIRWA WARD,NKULUBANYI,233,59,36,20,17,40,12,13,13,4,19,237,61,38,21,23,24,22,14,10,4,20,O-93-248-9-53-4
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,LWEBISIRIZA WARD,LWEBISIRIZA TRADING CENTRE,355,76,59,45,36,49,20,18,12,5,35,387,90,71,38,39,55,22,25,14,6,27,O-93-248-9-7-1
KYANKWANZI,BUTEMBA COUNTY,BUTEMBA TOWN COUNCIL,LWEBISIRIZA WARD,LWEBIJUMBURA CHURCH OF UGANDA,96,32,14,10,9,4,8,8,1,3,7,104,29,17,7,10,10,10,7,5,6,3,O-93-248-9-7-2
KYANKWANZI,NTWETWE COUNTY,NKANDWA,NKANDWA,NKANDWA MOSLEM P/S,218,56,37,10,25,21,19,9,15,3,23,215,74,40,14,17,17,13,8,6,5,21,O-93-85-11-10-1
KYANKWANZI,NTWETWE COUNTY,NKANDWA,BULAGWE,BULAGWE CHURCH OF UGANDA,203,57,35,21,16,15,12,16,9,5,17,221,54,51,20,29,12,16,6,4,4,25,O-93-85-11-13-1
KYANKWANZI,NTWETWE COUNTY,NKANDWA,NTIBA,NTIBA,109,29,17,5,8,14,9,6,2,6,13,127,43,22,7,10,7,12,8,7,3,8,O-93-85-11-15-1
KYANKWANZI,NTWETWE COUNTY,NKANDWA,NTIBA,KYABASIITA,281,84,46,20,25,33,17,8,11,10,27,255,65,61,21,22,21,24,13,12,2,14,O-93-85-11-15-2
KYANKWANZI,NTWETWE COUNTY,NKANDWA,BUGOMOLWA,BUGOMOLWA,237,50,39,29,26,16,12,18,9,6,32,228,55,38,31,19,25,14,7,6,7,26,O-93-85-11-32-1
KYANKWANZI,NTWETWE COUNTY,NKANDWA,BUGOMOLWA,BUGOMOLWA PENTECOSTAL CHURCH,97,30,19,9,12,7,4,2,5,1,8,84,21,15,10,11,9,2,7,4,0,5,O-93-85-11-32-3
KYANKWANZI,NTWETWE COUNTY,NKANDWA,NATYOLE,NATYOLE,214,59,32,12,25,16,10,13,14,5,28,194,50,32,17,18,23,19,8,12,4,11,O-93-85-11-42-1
KYANKWANZI,NTWETWE COUNTY,NKANDWA,NATYOLE,NCUCWE T/C,121,32,20,18,10,12,7,5,3,4,10,124,25,22,13,18,16,10,4,4,4,8,O-93-85-11-42-2
KYANKWANZI,NTWETWE COUNTY,NKANDWA,NATYOLE,ST. CHARLES LWANGA,109,24,11,12,19,8,5,5,5,4,16,126,28,20,9,10,18,13,5,7,3,13,O-93-85-11-42-3
KYANKWANZI,NTWETWE COUNTY,NKANDWA,KABUWUKA,KABUKA PRIMARY SCHOOL,199,70,36,20,13,14,10,8,8,3,17,209,59,38,16,19,21,18,5,7,2,24,O-93-85-11-54-1
KYANKWANZI,NTWETWE COUNTY,NKANDWA,KABUWUKA,SERUNYONYI MOSQUE,101,24,19,7,12,15,4,8,2,0,10,103,29,18,6,13,7,5,7,5,2,11,O-93-85-11-54-5
KYANKWANZI,NTWETWE COUNTY,NKANDWA,KIRYANNONGO,KIRYANNONGO PRIMARY SCHOOL,181,59,29,22,13,11,11,9,5,6,16,170,45,46,13,16,8,10,8,6,2,16,O-93-85-11-55-1
KYANKWANZI,NTWETWE COUNTY,NKANDWA,KIRYANNONGO,BUYONDO T/C,119,24,31,11,12,7,10,4,8,1,11,110,21,24,16,10,14,6,4,6,4,5,O-93-85-11-55-2
KYANKWANZI,NTWETWE COUNTY,NKANDWA,NAKALAMA,NAKALAMA PRIMARY SCHOOL,184,40,35,23,23,13,11,5,3,7,24,200,49,38,22,19,19,16,6,6,3,22,O-93-85-11-56-1
KYANKWANZI,NTWETWE COUNTY,NKANDWA,NAKALAMA,MALUNGU LC I,138,36,21,14,14,17,9,4,4,4,15,120,30,25,6,15,13,6,2,5,1,17,O-93-85-11-56-2
KYANKWANZI,NTWETWE COUNTY,NKANDWA,KASOOLO,KASOOLO SDA P/S,244,52,55,15,30,18,18,10,7,12,27,250,70,32,25,29,29,16,15,5,8,21,O-93-85-11-79-1
KYANKWANZI,NTWETWE COUNTY,GAYAZA,KIYUNI,KIYUNI NEW FOUND PLAY GROUND,388,134,70,31,34,28,35,19,12,5,20,368,111,75,40,32,24,24,24,13,7,18,O-93-85-2-24-1
KYANKWANZI,NTWETWE COUNTY,GAYAZA,KIYUNI,NANKANDULA,200,57,32,19,27,10,19,7,7,3,19,196,64,29,24,18,15,15,9,8,4,10,O-93-85-2-24-2
KYANKWANZI,NTWETWE COUNTY,GAYAZA,KIYUNI,KYAMULALAMA PRIMARY SCHOOL,207,66,33,22,18,15,13,14,8,1,17,199,45,43,25,21,19,13,6,8,5,14,O-93-85-2-24-3
KYANKWANZI,NTWETWE COUNTY,GAYAZA,KIRYAJOBYO,BUTAMBUKA,215,57,33,28,19,18,15,12,14,6,13,222,63,46,21,20,11,16,16,6,4,19,O-93-85-2-25-1
KYANKWANZI,NTWETWE COUNTY,GAYAZA,KIRYAJOBYO,KASANJE,192,57,32,15,23,21,11,13,9,4,7,193,35,36,18,28,30,19,9,2,1,15,O-93-85-2-25-2
KYANKWANZI,NTWETWE COUNTY,GAYAZA,LUWUUNA,NAMOGOMBE TRADING CENTRE,230,62,47,23,28,18,15,11,7,11,8,260,75,44,36,21,19,12,9,14,6,24,O-93-85-2-26-1
KYANKWANZI,NTWETWE COUNTY,GAYAZA,LUWUUNA,KASAKA,350,99,69,29,43,25,20,21,13,11,20,355,88,81,28,49,25,31,8,12,6,27,O-93-85-2-26-2
KYANKWANZI,NTWETWE COUNTY,GAYAZA,GAYAZA,KISIMBI PRIMARY SCHOOL,312,84,73,34,25,30,12,13,8,8,25,294,76,47,29,29,36,18,12,15,8,24,O-93-85-2-27-1
KYANKWANZI,NTWETWE COUNTY,GAYAZA,GAYAZA,KAMUDINDI P. SCHOOL,125,40,19,7,17,17,9,5,3,1,7,153,54,23,10,19,15,8,8,5,2,9,O-93-85-2-27-3
KYANKWANZI,NTWETWE COUNTY,GAYAZA,KIKUUBYA,KIKUUBYA PRIMARY SCHOOL,370,95,80,54,37,40,14,19,9,6,16,402,102,85,44,54,31,22,18,13,6,27,O-93-85-2-62-1
KYANKWANZI,NTWETWE COUNTY,GAYAZA,KIKUUBYA,KABANDA CATHOLIC CHURCH,264,73,44,32,36,23,16,12,7,4,17,229,45,54,28,26,21,20,14,6,8,7,O-93-85-2-62-2
KYANKWANZI,NTWETWE COUNTY,GAYAZA,KISALA,KISALA PRIMARY,368,92,74,53,54,34,18,13,5,12,13,388,84,78,52,41,41,28,17,14,8,25,O-93-85-2-63-1
